title,url,text,teacher,day,flag,flag_rand20,flag_rand20.1,flag_rand30,flag_rand50
"△地理歴史科教育法-1
Methods in Teaching Geography and History-1",https://syllabus.doshisha.ac.jp/html/2023/5010/15010250001.html,"本授業は，高等学校地理歴史科の設置背景や理念を理解し，地理歴史科の指導教員に必要な指導理念を考察するとともに，自らの指導観を確立し，指導計画の作成および授業設計を行えるようになることをめざして，以下のことを行う。

1．地理歴史科の歴史的展開，目標論，内容構成論，授業論，評価論，現代の課題などについて，学習指導要領にも言及しながら，地理歴史科の基本的原理を概観し理解させる。

2．高等学校地理歴史科の学習指導要領をもとに，科目である地理総合・地理探究，歴史総合・世界史探究，日本史探究についての授業づくりを行い，その結果を学習指導案および模擬授業等で発表させる。なお，授業づくりに際しては背景となる学問領域との関係に留意し，効果的な授業形態・メディアなどについても考察させ，学習指導案や模擬授業で取り入れ，活用させることをめざす。

公立学校において長きにわたって教職経験を有する教員が，社会科・地理歴史教育の現状と問題点をふまえ，社会科教育・地理歴史科教育の理論と実際について講義を行うとともに模擬授業指導を行う。",['本多\u3000千明'],"(金曜日3講時)
面接/Face-to-face",,,,,1.0
"△キリスト教と人間２-2(新約聖書の視点から)
Christianity and A Human Being 2-2 (From the Viewpoint of the New Testament)",https://syllabus.doshisha.ac.jp/html/2023/6000/16000012002.html,"本講義では，キリスト教の正典である新約聖書の概説と現代へのメッセージを扱う。新約聖書とその中心に位置するイエス・キリストの思想と行動，また初期キリスト教の歴史，思想，文化などに関する基礎的な知識を学ぶと共に，それが現代人の世界観や人生観とどのような関わりを持つかを考察する。
本講義は同志社大学において初めてキリスト教に接する学生を主な対象として行いつつ，既に中学・高等学校等でキリスト教を学んだ学生にとっても，新しい学びの領域に踏み込んだ展開をなすものである。講義形式であるが，映画等視聴覚教材を用いることがある。
尚，本講義は春学期開講の「旧約聖書とキリスト教（現代の視点からの学び）」（※2016年度以前生は「キリスト教と人間１（旧約聖書の視点から）」と合わせて受講することが望ましい。またキリスト教及び聖書のさまざまな理解に接するために，「授業時間外の学習」としてキリスト教文化センター主催「チャペル・アワー」への出席とレポート提出を課題に加える。",['森田\u3000喜基'],"(火曜日4講時)
面接/Face-to-face",,,,,1.0
"△Statistics for the Social Sciences and Humanities
Statistics for the Social Sciences and Humanities",https://syllabus.doshisha.ac.jp/html/2023/6000/16000724000.html,"Statistics has significant impact on our everyday life; from sports to politics to business, it is a near daily presence in our lives. Decision makers in almost every line of work rely on data and statistical studies to help them make wise decisions.

This course is intended as an introductory statistics course for students in the social sciences and humanities. The main goal of this course is to introduce the fundamental concepts of statistical reasoning so that the students can become better critical thinkers and decision makers.

Each class in this course will be divided into a lecture component, an in class mini-assignment (individual and/or group project)，and a follow up discussion based on the completed assignment. Reading assignment will be given every week and a mini-quiz will be given at the beginning of each class based on the contents of the previous lecture and the reading assignment.

Keywords: elementary probability, sampling and sampling distributions, Descriptive statistics, data presentation, statistical hypothesis testing, Microsoft Excel",['MYGDALSKYY VOLODYMYR'],"(火曜日4講時)
面接/Face-to-face",,,,,1.0
"△政治学２-52(政治の仕組みを考える)
Political Science 2-52 (Introduction to Politics)",https://syllabus.doshisha.ac.jp/html/2023/6003/16003401052.html,私たちが欲しい時に欲しいものをすべて手に入れることができたならば，おそらく政治は存在しないでしょう。政治とは，人間が集団で生活するなかで生じる力の関係をめぐる問題でもあり，利害関係の妥協点を見つける，あるいは何らかの理想を追求していく作業でもあります。この講義では，政治学の前提となっている国家とは何なのか，どのような仕組みで統治が行われるのかといった，政治学に関する基本的な問題に加えて，これまでの政治や政治学のあり方に問題提起を行う視点についても学びます。初学者向けの講義として位置づけますが，受講者にはある程度の専門用語や理論を理解してもらうとともに，学問的観点から政治と向き合うことができるようになることを目的としています。,['西\u3000直美'],"(火曜日5講時)
面接/Face-to-face",,,,,1.0
"△物質の科学２-55(発明・発見から学ぶ物質の科学)
Physical and Chemical Science 2-55 (Scientific Achievements, Inventions and Discoveries)",https://syllabus.doshisha.ac.jp/html/2023/6016/16016503055.html,自然科学の中でも物理学の成果の一つは，自然現象を予測できることである。ところが近年，予測が極めて困難な自然現象が知られるようになってきた。それがカオス現象である。予測が困難な現象は，我々の日常生活においても，重要な役割を果たす。その例として，気象予測や地震が挙げられる。コロナ感染者数の予測においても，同様な問題がある。ここでは，「自然現象のどのような性質が，予想可能性の可否を決めるのか」という問題に対し，その根源であるカオス現象に関して説明をする。,['戸田\u3000幹人'],"(火曜日4講時)
面接/Face-to-face",,,,,1.0
"△Core English (LS) - Intermediate 1-6
Core English (LS) - Intermediate 1-6",https://syllabus.doshisha.ac.jp/html/2023/6501/16501111006.html,"In this course, classes will be held in a hybrid mode that combines a weekly face-to-face lesson and a weekly e-learning-based online lesson. The face-to-face lessons aim to provide students with an English language education that will lead to the development of the key competency skills and lay the foundation for English studies, taking into account their future use of English. The course will be taught in English with a focus on English communication skills, and is designed to integrate the following six skills with particular focus placed on the underlined skills (listening and speaking).

Reception (listening comprehension [understanding what is said while listening]),
reading comprehension (understanding what one is reading; reading aloud)
Interaction (spoken interaction [exchanging thoughts while speaking]),
written interaction (responding and replying; providing peer feedback; etc.)
Production (spoken production [presentation-based; presentation]),
written production (writing based on a topic; essay)

Students work on Practical English (e-learning) in e-learning-based online lessons. There will be no specific class days. Students are expected to study individually on their own initiative. The course aims to develop autonomous learners and promote learning that allows skill integration. Instructions on how to log in to Practical English will be provided in the first face-to-face class.

The teaching materials of this course comprise various topics. The course aims to help students develop their English communication skills by actually using English, and it aims to do so by providing them with opportunities to improve their listening skills and develop their English communication skills, including critical-thinking skills (through such output opportunities as writing, group discussions, and presentations). Furthermore, in order to lay the foundations for students to become autonomous foreign language learners who are able to put their skills into practice in an integrated fashion, the course will provide students with advice on how they should study English, based on which stage of the learning process they are at.

The textbook that will be used in this course features newsreels from CBS, one of the three major networks in the United States. Students will aim to improve not only their English reception skills to accurately grasp and understand the content, but also their production skills to express their views on current affairs and explain them in their own words.

Homework assignments will include: short written responses to textbook questions, preparing interview questions to ask classmates about textbook topics, and preparation for the mid-term and final assignments.",['PETER NEFF'],"(火曜日1講時・インターネット)
対面ネット併用授業/Hybrid class",,,,,1.0
"○Core English (LS) - Intermediate 1-533
Core English (LS) - Intermediate 1-533",https://syllabus.doshisha.ac.jp/html/2023/6501/16501111533.html,"本科目は1週間で対面授業1回，e-learningによるオンライン授業1回を実施する対面とオンラインを組み合わせたハイブリッド型の授業形態となる。対面授業ではキーコンピテンシー能力育成に繋がる英語教育，将来を見越した英語学習の基盤づくりを目的とし，英語コミュニケーション能力に焦点を当てた下記6技能統合型の英語による授業を行うが，中でも下線のある技能（リスニング，スピーキング）にフォーカスして授業を行う。
・Reception (listening comprehension（リスニング理解）, 　reading comprehension（読解，音読）)
・Interaction (spoken interaction（やりとりしながら話すこと）,　written interaction（応答返信，ピア・フィードバックなど）)
・Production (spoken production（発表形式，プレゼンテーション）, written production（topic作文，essay）)

e-learningによるオンライン授業はe-learning（Practical English）に取り組む。特定の授業日は設けず，各自が主体的に学習を行い，自律的学習者の育成と技能統合の学習の促進を図ることを目的とする。「Practical English」のログイン方法等は初回の対面授業時に説明する。

対面授業では，アメリカ合衆国の三大ネットワークのひとつであるCBSのニュース映像を題材にしたテキストを使用する。受講者は内容を正確に把握，理解するための英語受信スキルだけでなく，時事問題について自身の言葉で見解を述べたり，説明をしたりする発信スキルの向上を目指す。",['中村\u3000裕子'],"(火曜日3講時・インターネット)
対面ネット併用授業/Hybrid class",,,,,1.0
"○Core English (LS) - Pre-Intermediate 2-518
Core English (LS) - Pre-Intermediate 2-518",https://syllabus.doshisha.ac.jp/html/2023/6501/16501122518.html,"本科目は1週間で対面授業1回，e-learningによるオンライン授業1回を実施する対面とオンラインを組み合わせたハイブリッド型の授業形態となる。対面授業ではキーコンピテンシー能力育成に繋がる英語教育，将来を見越した英語学習の基盤づくりを目的とし，英語コミュニケーション能力に焦点を当てた下記6技能統合型の英語による授業を行うが，中でも下線のある技能（リスニング，スピーキング）にフォーカスして授業を行う。
Reception (listening comprehension（リスニング理解）,
reading comprehension（読解，音読）)
Interaction (spoken interaction（やりとりしながら話すこと）,
written interaction（応答返信，ピア・フィードバックなど）)
Production (spoken production（発表形式，プレゼンテーション）,
written production（topic作文，essay）)

e-learningによるオンライン授業はe-learning（Practical English）に取り組む。特定の授業日は設けず，各自が主体的に学習を行い，自律的学習者の育成と技能統合の学習の促進を図ることを目的とする。「Practical English」のログイン方法等は初回の対面授業時に説明する。


基礎的な文法力・語彙力アップを踏まえつつ，日常生活レベルのリスニング力・スピーキング力を身につけることをこのクラスの指導目標とする。主に授業時間外の課題として英文多読に取り組み，英語の基礎力の定着を図る。

TED Talkに基づく教材を用い，英語力の養成を目指す。テキストの内容理解のための INPUT 活動（e.g., listening/reading comprehension），頭に英語を「取り込む」ための INTAKE 活動（e.g., reading out loud, overlapping/shadowing），INPUT/INTAKE した英語を使った OUTPUT 活動（e.g., スクリプトの穴あき音読）を行う。このように INPUT→INTAKE→OUTPUTという流れにそった活動を通じて，英語力を増進させる。リスニングによる内容理解を中心に，音読などにより本文で使われていた英語表現を自分の頭に取り込み，さらにそれらの表現を使ったアウトプット活動も行う。加えて，日本のような非英語圏における英語学習で問題になるインプットの不足を解消するため，e-learningによるオンライン授業ならびにグレイディッド・リーダーを用いた多読 (extensive reading) を行い，教室外でもたくさんの英語に触れてもらう。これらの教室内外の活動を通じて英語力を確実に向上させる。",['稲垣\u3000俊史'],"(火曜日3講時・インターネット)
対面ネット併用授業/Hybrid class",,,,,1.0
"○ドイツ語入門Ⅰ-752
Elementary German I-752",https://syllabus.doshisha.ac.jp/html/2023/6502/16502011752.html,"【キーワード】　文法，会話，「ヨーロッパ言語共通参照枠（CEFR）」のA1レベル，スタートドイツ語1（SD1）
【目標・内容】　新たにドイツ語を始める皆さんには，次の二つの選択肢が用意されています。（1）「ドイツ語入門」（週2回），もしくは（2）「ドイツ語インテンシヴ」（週3回）。いずれも初歩つまりドイツ語の文字と発音に慣れることから学びますが，これにオプション・クラスである「ドイツ語会話初級」（週1回）を加えることが出来ます。冊子『外国語学習ガイドブック』で解説されている〈履修の流れ〉が参考になります。（帰国生等，既にドイツ語を学んだ経験のある人は，入学後の〈初修外国語科目登録認定〉の時に申し出て下さい）。
「ドイツ語入門Ⅰ」は，初心者のための入門クラスです。皆さんにとって新たな外国語であるドイツ語を「聞き，話し，読み，書く」ための技能が，無理なく身に付くように授業のテンポはゆったりとしています。１冊のテキストを用いてリレー方式で週2回行なう授業で，2人の教員が共同で授業運営に当たり，成績評価も共同で行います。","['藤井\u3000あゆみ', '湯浅\u3000博章']","(水曜日6講時・金曜日6講時)
面接/Face-to-face",,,,,1.0
"△ロシア語入門Ⅱ-21
Elementary Russian II-21",https://syllabus.doshisha.ac.jp/html/2023/6506/16506012021.html,"【キーワード】　ロシア語，入門，読む，話す
【目標・内容】　入門Ⅰとは別の教科書を使い，読んだり，話したりする能力を高めます。
入門Ⅱでは，入門Ⅰで学んだ文法事項を深め，例外的な変化も学習するとともに，ロシア語を使って話す能力，ロシア語を聞きとる能力，読む能力の育成をめざします。","['前田\u3000俊之', '山口\u3000涼子']","(火曜日4講時・土曜日1講時)
面接/Face-to-face",,,,,1.0
"○コリア語文化事情１-51
Studies in Korean-Speaking Cultures 1-51",https://syllabus.doshisha.ac.jp/html/2023/6507/16507051051.html,"コリアの文化・社会について理解を深めながら，コリア語中級レベルの四技能，特にリーディングとリスニングの能力を養うことをめざします。
授業ではテキストのテーマごとに基本的な情報をふまえた上で，映画や音楽，ニュース記事や小説等，多様なメディアを用いて聞き取りやディスカッションを行います。またテーマを選び，個人あるいはグループで発表します。
大韓民国に限らず朝鮮民主主義人民共和国や世界の在外コリアンたちの言語や文化にも触れる機会を持ち，コリア文化の多様性と奥深さについて学べるようにします。",['柳\u3000美佐'],"(木曜日4講時)
面接/Face-to-face",,,,,1.0
"△スポーツ・健康の科学Ｃ-21(スポーツ・教育の歴史と文化)
Sports and Health Science C-21 (History and Culture of　Sports,Education)",https://syllabus.doshisha.ac.jp/html/2023/6601/16601116021.html,"本授業では，まず，スポーツ・教育の歴史と文化を概観し，特に，戦争とスポーツ・教育・体育の関係性について理解を深める。次に，各論として，運動会・武道・舞踊・健康・身体の歴史と文化を学び，近代の身体について考察する。さらに，教科書研究の成果を教材として，近代教科書にみる戦争の記憶と身体文化について探求する。
本授業を通して，スポーツ・教育の歴史と文化に関する学習を踏まえて，現代のスポーツ・教育を取り巻く今日的課題について考察することを目的とする。
キーワード：スポーツ史，体育史，教育史，植民地教育史，近代教科書，植民地教科書，台湾，朝鮮，南洋群島，「満洲」，戦争の記憶，運動会，武道，舞踊，健康，身体，身体と教育，スポーツ文化，身体文化，身体と近代化，身体規律など
参加型の授業をめざしているので，積極的な授業参加意欲を望む。",['北島\u3000順子'],"(月曜日5講時)
面接/Face-to-face",,,,,1.0
"△日本語２（読解ＡⅤ）-71
Japanese 2 (Reading Comprehension A Ⅴ)-71",https://syllabus.doshisha.ac.jp/html/2023/9001/99001521071.html,この授業では，中級後半レベルの読解力を身につけることを目的とする。文章全体の意味を理解するだけでなく，指示語や文の構成などにも注意して精読をおこなう。テキストと並行して新聞や雑誌の記事など時事的な文章も読んでいく。,['根川\u3000幸男/NEGAWA Sachio'],"(月曜日2講時)
面接/Face-to-face",,,,,1.0
"△国際ビジネスＣ-51(Global Business History)
International Business C-51 (Global Business History)",https://syllabus.doshisha.ac.jp/html/2023/9004/99004023051.html,"Global business history is a new and challenging frontier in an academic field. This class will discuss the development of business and management from a global perspective, by using a textbook and several movies relating to the history of multinational enterprises and global business from the end of the 19th century to the present. The class will consist of two parts: a lecture and discussion, and presentations by students.",['西村\u3000成弘/NISHIMURA Shigehiro'],"(木曜日3講時)
面接/Face-to-face",,,,,1.0
